Name,Skinport_URL,Steam_URL,Price,Currency,SalesThisWeek,7d_avg,24h_avg,GrowthRatio,BullishScore,LastUpdated
★ Butterfly Knife | Boreal Forest (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Butterfly%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Butterfly%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29,1114.07,USD,1,915.74,915.74,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Butterfly Knife | Freehand (Well-Worn),https://skinport.com/market?search=%E2%98%85%20Butterfly%20Knife%20%7C%20Freehand%20%28Well-Worn%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Butterfly%20Knife%20%7C%20Freehand%20%28Well-Worn%29,1055.30,USD,1,961.06,961.06,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Classic Knife | Night Stripe (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Classic%20Knife%20%7C%20Night%20Stripe%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Classic%20Knife%20%7C%20Night%20Stripe%20%28Minimal%20Wear%29,202.87,USD,1,173.11,173.11,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Classic Knife | Safari Mesh (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Classic%20Knife%20%7C%20Safari%20Mesh%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Classic%20Knife%20%7C%20Safari%20Mesh%20%28Battle-Scarred%29,149.39,USD,1,116.91,116.91,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Classic Knife | Stained (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Classic%20Knife%20%7C%20Stained%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Classic%20Knife%20%7C%20Stained%20%28Field-Tested%29,184.95,USD,1,189.98,189.98,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Ultraviolet (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Ultraviolet%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Ultraviolet%20%28Minimal%20Wear%29,212.11,USD,1,212.19,212.19,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Flip Knife | Crimson Web (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Flip%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Flip%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29,480.82,USD,1,432.48,432.48,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Flip Knife | Slaughter (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Flip%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Flip%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,467.91,USD,1,433.11,433.11,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Gut Knife | Bright Water (Factory New),https://skinport.com/market?search=%E2%98%85%20Gut%20Knife%20%7C%20Bright%20Water%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Gut%20Knife%20%7C%20Bright%20Water%20%28Factory%20New%29,158.99,USD,1,142.96,142.96,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Huntsman Knife | Autotronic (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Huntsman%20Knife%20%7C%20Autotronic%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Huntsman%20Knife%20%7C%20Autotronic%20%28Minimal%20Wear%29,264.90,USD,1,251.25,251.25,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Forest DDPAT (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Forest%20DDPAT%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Forest%20DDPAT%20%28Battle-Scarred%29,112.51,USD,1,109.84,109.84,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Scorched (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Scorched%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Scorched%20%28Minimal%20Wear%29,170.04,USD,1,143.01,143.01,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ M9 Bayonet | Black Laminate (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20M9%20Bayonet%20%7C%20Black%20Laminate%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Black%20Laminate%20%28Battle-Scarred%29,910.80,USD,1,800.33,800.33,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ M9 Bayonet | Black Laminate (Factory New),https://skinport.com/market?search=%E2%98%85%20M9%20Bayonet%20%7C%20Black%20Laminate%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Black%20Laminate%20%28Factory%20New%29,1360.30,USD,1,1176.27,1176.27,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ M9 Bayonet | Freehand (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20M9%20Bayonet%20%7C%20Freehand%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Freehand%20%28Minimal%20Wear%29,898.65,USD,1,807.85,807.85,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ M9 Bayonet | Slaughter (Factory New),https://skinport.com/market?search=%E2%98%85%20M9%20Bayonet%20%7C%20Slaughter%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Slaughter%20%28Factory%20New%29,1699.24,USD,1,1653.51,1653.51,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ M9 Bayonet | Ultraviolet (Field-Tested),https://skinport.com/market?search=%E2%98%85%20M9%20Bayonet%20%7C%20Ultraviolet%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Ultraviolet%20%28Field-Tested%29,686.03,USD,1,682.51,682.51,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ M9 Bayonet | Urban Masked (Field-Tested),https://skinport.com/market?search=%E2%98%85%20M9%20Bayonet%20%7C%20Urban%20Masked%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20M9%20Bayonet%20%7C%20Urban%20Masked%20%28Field-Tested%29,644.99,USD,1,542.83,542.83,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Nomad Knife | Safari Mesh (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Nomad%20Knife%20%7C%20Safari%20Mesh%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Nomad%20Knife%20%7C%20Safari%20Mesh%20%28Battle-Scarred%29,158.31,USD,1,128.76,128.76,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Nomad Knife | Safari Mesh (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Nomad%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Nomad%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29,167.38,USD,1,167.46,167.46,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Blue Steel (Factory New),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Factory%20New%29,224.06,USD,1,223.18,223.18,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Blue Steel (Well-Worn),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Well-Worn%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Blue%20Steel%20%28Well-Worn%29,149.95,USD,1,133.24,133.24,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Boreal Forest (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29,119.37,USD,1,93.89,93.89,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Shadow Daggers | Autotronic (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Shadow%20Daggers%20%7C%20Autotronic%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers%20%7C%20Autotronic%20%28Battle-Scarred%29,136.77,USD,1,123.13,123.13,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Shadow Daggers | Black Laminate (Factory New),https://skinport.com/market?search=%E2%98%85%20Shadow%20Daggers%20%7C%20Black%20Laminate%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers%20%7C%20Black%20Laminate%20%28Factory%20New%29,167.10,USD,1,128.34,128.34,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Shadow Daggers | Night (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Shadow%20Daggers%20%7C%20Night%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers%20%7C%20Night%20%28Field-Tested%29,99.00,USD,1,94.27,94.27,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Shadow Daggers | Stained (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Shadow%20Daggers%20%7C%20Stained%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers%20%7C%20Stained%20%28Minimal%20Wear%29,107.60,USD,1,102.58,102.58,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Bowie Knife | Autotronic (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Bowie%20Knife%20%7C%20Autotronic%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Bowie%20Knife%20%7C%20Autotronic%20%28Battle-Scarred%29,177.50,USD,1,170.04,170.04,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Bowie Knife | Autotronic (Field-Tested),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Bowie%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Bowie%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,256.65,USD,1,181.35,181.35,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Butterfly Knife | Lore (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Butterfly%20Knife%20%7C%20Lore%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Butterfly%20Knife%20%7C%20Lore%20%28Battle-Scarred%29,1148.07,USD,1,1072.18,1072.18,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Falchion Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Falchion%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Falchion%20Knife%20%7C%20Fade%20%28Factory%20New%29,480.14,USD,1,394.17,394.17,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Gut Knife | Damascus Steel (Field-Tested),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Gut%20Knife%20%7C%20Damascus%20Steel%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Gut%20Knife%20%7C%20Damascus%20Steel%20%28Field-Tested%29,151.68,USD,1,150.11,150.11,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Huntsman Knife | Bright Water (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Huntsman%20Knife%20%7C%20Bright%20Water%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Huntsman%20Knife%20%7C%20Bright%20Water%20%28Minimal%20Wear%29,170.63,USD,1,151.63,151.63,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Kukri Knife | Boreal Forest (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Kukri%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Kukri%20Knife%20%7C%20Boreal%20Forest%20%28Minimal%20Wear%29,210.52,USD,1,102.68,102.68,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Kukri Knife | Forest DDPAT (Field-Tested),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Kukri%20Knife%20%7C%20Forest%20DDPAT%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Kukri%20Knife%20%7C%20Forest%20DDPAT%20%28Field-Tested%29,182.30,USD,1,127.82,127.82,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Shadow Daggers | Crimson Web (Field-Tested),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Shadow%20Daggers%20%7C%20Crimson%20Web%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Shadow%20Daggers%20%7C%20Crimson%20Web%20%28Field-Tested%29,152.97,USD,1,133.41,133.41,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Shadow Daggers | Lore (Well-Worn),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Shadow%20Daggers%20%7C%20Lore%20%28Well-Worn%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Shadow%20Daggers%20%7C%20Lore%20%28Well-Worn%29,157.61,USD,1,126.38,126.38,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Skeleton%20Knife%20%7C%20Night%20Stripe%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Skeleton%20Knife%20%7C%20Night%20Stripe%20%28Field-Tested%29,340.08,USD,1,304.90,304.90,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Skeleton Knife | Rust Coat (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Skeleton%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Skeleton%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,322.48,USD,1,268.79,268.79,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Skeleton Knife | Stained (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Skeleton%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Skeleton%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29,422.16,USD,1,354.01,354.01,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Survival Knife,https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife,183.87,USD,1,160.84,160.84,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Survival Knife | Ultraviolet (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Ultraviolet%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Ultraviolet%20%28Battle-Scarred%29,165.56,USD,1,114.74,114.74,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Survival Knife | Urban Masked (Field-Tested),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29,120.79,USD,1,102.49,102.49,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Talon Knife | Safari Mesh (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Talon%20Knife%20%7C%20Safari%20Mesh%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Talon%20Knife%20%7C%20Safari%20Mesh%20%28Minimal%20Wear%29,562.90,USD,1,338.55,338.55,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Talon Knife | Ultraviolet (Well-Worn),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Talon%20Knife%20%7C%20Ultraviolet%20%28Well-Worn%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Talon%20Knife%20%7C%20Ultraviolet%20%28Well-Worn%29,480.81,USD,1,402.26,402.26,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Ursus Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Ursus%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Ursus%20Knife%20%7C%20Fade%20%28Factory%20New%29,492.48,USD,1,442.27,442.27,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Ursus Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Ursus%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Ursus%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,293.18,USD,1,276.98,276.98,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Stiletto Knife | Crimson Web (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Stiletto%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Stiletto%20Knife%20%7C%20Crimson%20Web%20%28Minimal%20Wear%29,565.12,USD,1,488.90,488.90,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Stiletto Knife | Scorched (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Stiletto%20Knife%20%7C%20Scorched%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Stiletto%20Knife%20%7C%20Scorched%20%28Field-Tested%29,257.99,USD,1,267.26,267.26,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Survival Knife | Boreal Forest (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29,100.84,USD,1,91.21,91.21,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Talon Knife | Crimson Web (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Talon%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Talon%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29,571.48,USD,1,586.35,586.35,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Ursus Knife | Blue Steel (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Ursus%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Ursus%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29,219.29,USD,1,181.77,181.77,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Ursus Knife | Stained (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Ursus%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Ursus%20Knife%20%7C%20Stained%20%28Minimal%20Wear%29,193.50,USD,1,170.82,170.82,1.000,1.3010,2025-09-13T22:00:06.478782+00:00
★ Butterfly Knife | Blue Steel (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Butterfly%20Knife%20%7C%20Blue%20Steel%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Butterfly%20Knife%20%7C%20Blue%20Steel%20%28Battle-Scarred%29,1581.97,USD,2,1348.61,1172.70,0.870,1.2844,2025-09-13T22:00:06.478782+00:00
★ StatTrak™ Classic Knife,https://skinport.com/market?search=%E2%98%85%20StatTrak%E2%84%A2%20Classic%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20StatTrak%E2%84%A2%20Classic%20Knife,445.63,USD,2,438.12,370.64,0.846,1.2496,2025-09-13T22:00:06.478782+00:00
★ Bayonet,https://skinport.com/market?search=%E2%98%85%20Bayonet,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet,500.14,USD,7,476.13,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Autotronic (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Autotronic%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Autotronic%20%28Battle-Scarred%29,453.01,USD,4,441.46,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Autotronic (Factory New),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Autotronic%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Autotronic%20%28Factory%20New%29,900.26,USD,1,858.32,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Black Laminate (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Black%20Laminate%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Black%20Laminate%20%28Battle-Scarred%29,322.72,USD,1,310.77,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Black Laminate (Factory New),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Black%20Laminate%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Black%20Laminate%20%28Factory%20New%29,492.52,USD,0,0.00,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Black Laminate (Well-Worn),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Black%20Laminate%20%28Well-Worn%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Black%20Laminate%20%28Well-Worn%29,320.80,USD,3,286.08,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Blue Steel (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Blue%20Steel%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Blue%20Steel%20%28Battle-Scarred%29,326.54,USD,0,0.00,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Boreal Forest (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Boreal%20Forest%20%28Battle-Scarred%29,219.53,USD,0,0.00,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Boreal Forest (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Boreal%20Forest%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Boreal%20Forest%20%28Field-Tested%29,220.39,USD,0,0.00,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Bright Water (Factory New),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Bright%20Water%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Bright%20Water%20%28Factory%20New%29,366.46,USD,2,385.68,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Bright Water (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Bright%20Water%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Bright%20Water%20%28Field-Tested%29,295.23,USD,3,272.13,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Crimson Web (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Crimson%20Web%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Crimson%20Web%20%28Battle-Scarred%29,292.81,USD,3,292.87,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Crimson Web (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Crimson%20Web%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Crimson%20Web%20%28Field-Tested%29,314.28,USD,5,310.60,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Damascus Steel (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Damascus%20Steel%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Damascus%20Steel%20%28Battle-Scarred%29,349.14,USD,0,0.00,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Damascus Steel (Factory New),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Damascus%20Steel%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Damascus%20Steel%20%28Factory%20New%29,374.09,USD,2,372.63,0.00,0.000,0.0000,2025-09-13T22:00:06.478782+00:00
