Name,Skinport_URL,Steam_URL,Price,Currency,SalesThisWeek,7d_avg,24h_avg,GrowthRatio,BullishScore,LastUpdated
★ Survival Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,252.94,USD,32,252.19,256.25,1.016,2.5591,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife,https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife,274.47,USD,26,255.47,261.04,1.022,2.4844,2025-09-13T22:00:06.478782+00:00
★ Survival Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,228.69,USD,26,219.05,222.30,1.015,2.4674,2025-09-13T22:00:06.478782+00:00
★ Survival Knife | Rust Coat (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,107.77,USD,15,100.38,111.39,1.110,2.4459,2025-09-13T22:00:06.478782+00:00
★ Talon Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Talon%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Talon%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,885.51,USD,23,857.77,880.52,1.027,2.4433,2025-09-13T22:00:06.478782+00:00
★ Skeleton Knife,https://skinport.com/market?search=%E2%98%85%20Skeleton%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20Skeleton%20Knife,613.56,USD,23,626.07,635.81,1.016,2.4172,2025-09-13T22:00:06.478782+00:00
★ Flip Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Flip%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Flip%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,427.72,USD,17,400.23,428.60,1.071,2.4151,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,238.06,USD,25,238.32,237.45,0.996,2.4062,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Blue Steel (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Blue%20Steel%20%28Minimal%20Wear%29,210.79,USD,15,203.69,219.21,1.076,2.3721,2025-09-13T22:00:06.478782+00:00
★ Talon Knife | Rust Coat (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Talon%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Talon%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,476.00,USD,9,490.99,581.06,1.183,2.3669,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Fade%20%28Factory%20New%29,480.22,USD,21,492.86,490.25,0.995,2.3300,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife,https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife,167.38,USD,18,152.84,156.22,1.022,2.3291,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,343.44,USD,19,339.25,342.93,1.011,2.3260,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,326.01,USD,19,336.15,339.16,1.009,2.3216,2025-09-13T22:00:06.478782+00:00
★ Huntsman Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Huntsman%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Huntsman%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,315.33,USD,18,303.75,306.43,1.009,2.2989,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Fade%20%28Factory%20New%29,414.19,USD,6,429.81,529.94,1.233,2.2749,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Autotronic (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,198.19,USD,11,188.30,205.91,1.094,2.2736,2025-09-13T22:00:06.478782+00:00
★ Huntsman Knife | Bright Water (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Huntsman%20Knife%20%7C%20Bright%20Water%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Huntsman%20Knife%20%7C%20Bright%20Water%20%28Minimal%20Wear%29,152.43,USD,8,151.07,175.74,1.163,2.2734,2025-09-13T22:00:06.478782+00:00
★ Nomad Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Nomad%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Nomad%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,536.87,USD,16,531.82,541.69,1.019,2.2718,2025-09-13T22:00:06.478782+00:00
★ Talon Knife,https://skinport.com/market?search=%E2%98%85%20Talon%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20Talon%20Knife,686.18,USD,16,654.57,666.62,1.018,2.2715,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,281.44,USD,15,272.73,278.77,1.022,2.2529,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,275.58,USD,24,276.22,258.78,0.937,2.2465,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Rust Coat (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,137.21,USD,15,99.22,100.89,1.017,2.2412,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Slaughter (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,318.97,USD,18,305.92,299.77,0.980,2.2329,2025-09-13T22:00:06.478782+00:00
★ Skeleton Knife | Damascus Steel (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Skeleton%20Knife%20%7C%20Damascus%20Steel%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Skeleton%20Knife%20%7C%20Damascus%20Steel%20%28Field-Tested%29,406.74,USD,13,381.71,395.75,1.037,2.2251,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,287.31,USD,13,272.51,282.52,1.037,2.2250,2025-09-13T22:00:06.478782+00:00
★ Skeleton Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Skeleton%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Skeleton%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,879.82,USD,19,858.43,829.09,0.966,2.2224,2025-09-13T22:00:06.478782+00:00
★ Talon Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Talon%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Talon%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,1036.13,USD,20,1065.28,1018.07,0.956,2.2193,2025-09-13T22:00:06.478782+00:00
★ Butterfly Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Butterfly%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Butterfly%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,2814.48,USD,15,2723.62,2731.01,1.003,2.2101,2025-09-13T22:00:06.478782+00:00
★ Skeleton Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Skeleton%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Skeleton%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,703.62,USD,13,702.78,723.22,1.029,2.2085,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Slaughter (Factory New),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Slaughter%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Slaughter%20%28Factory%20New%29,379.50,USD,10,348.37,375.99,1.079,2.2032,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Boreal Forest (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Boreal%20Forest%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Boreal%20Forest%20%28Field-Tested%29,117.27,USD,11,109.87,115.75,1.054,2.1905,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,567.42,USD,15,546.70,543.04,0.993,2.1894,2025-09-13T22:00:06.478782+00:00
★ Survival Knife | Crimson Web (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29,189.00,USD,11,184.09,193.50,1.051,2.1855,2025-09-13T22:00:06.478782+00:00
★ Ursus Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Ursus%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Ursus%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,364.32,USD,14,345.37,346.08,1.002,2.1806,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Autotronic (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Autotronic%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Autotronic%20%28Minimal%20Wear%29,223.16,USD,11,214.36,224.41,1.047,2.1767,2025-09-13T22:00:06.478782+00:00
★ Kukri Knife | Crimson Web (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Kukri%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Kukri%20Knife%20%7C%20Crimson%20Web%20%28Field-Tested%29,214.59,USD,15,218.05,215.12,0.987,2.1745,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Bright Water (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Bright%20Water%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Bright%20Water%20%28Field-Tested%29,151.37,USD,9,129.30,140.45,1.086,2.1725,2025-09-13T22:00:06.478782+00:00
★ Navaja Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Navaja%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Navaja%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,164.18,USD,11,149.52,155.27,1.038,2.1591,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Lore (Well-Worn),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Lore%20%28Well-Worn%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Lore%20%28Well-Worn%29,192.09,USD,13,174.37,175.31,1.005,2.1577,2025-09-13T22:00:06.478782+00:00
★ Survival Knife,https://skinport.com/market?search=%E2%98%85%20Survival%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife,153.72,USD,13,151.95,152.38,1.003,2.1522,2025-09-13T22:00:06.478782+00:00
★ Survival Knife | Slaughter (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,238.74,USD,12,220.83,224.27,1.016,2.1469,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Lore (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Lore%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Lore%20%28Minimal%20Wear%29,241.58,USD,13,221.78,221.75,1.000,2.1458,2025-09-13T22:00:06.478782+00:00
★ Huntsman Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Huntsman%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Huntsman%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,375.46,USD,14,373.01,367.75,0.986,2.1454,2025-09-13T22:00:06.478782+00:00
★ Gut Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Gut%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Gut%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,196.32,USD,12,189.06,190.52,1.008,2.1303,2025-09-13T22:00:06.478782+00:00
★ Shadow Daggers | Autotronic (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Shadow%20Daggers%20%7C%20Autotronic%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers%20%7C%20Autotronic%20%28Field-Tested%29,122.42,USD,12,112.78,113.34,1.005,2.1244,2025-09-13T22:00:06.478782+00:00
★ Ursus Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Ursus%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Ursus%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,293.18,USD,13,292.06,287.31,0.984,2.1112,2025-09-13T22:00:06.478782+00:00
★ Stiletto Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Stiletto%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Stiletto%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,609.76,USD,12,573.08,566.43,0.988,2.0894,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Lore (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Lore%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Lore%20%28Field-Tested%29,209.64,USD,13,200.73,195.29,0.973,2.0880,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Lore (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Lore%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Lore%20%28Minimal%20Wear%29,248.08,USD,11,238.68,239.51,1.003,2.0864,2025-09-13T22:00:06.478782+00:00
★ Nomad Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Nomad%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Nomad%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,439.76,USD,12,431.41,425.76,0.987,2.0863,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Damascus Steel (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Damascus%20Steel%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Damascus%20Steel%20%28Field-Tested%29,573.45,USD,9,311.56,323.92,1.040,2.0793,2025-09-13T22:00:06.478782+00:00
★ Nomad Knife | Ultraviolet (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Nomad%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Nomad%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,245.08,USD,8,236.76,251.81,1.064,2.0785,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Ultraviolet (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,154.63,USD,11,139.09,138.50,0.996,2.0704,2025-09-13T22:00:06.478782+00:00
★ Shadow Daggers | Rust Coat (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Shadow%20Daggers%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,91.07,USD,8,87.59,92.64,1.058,2.0669,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Blue Steel (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Blue%20Steel%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Blue%20Steel%20%28Field-Tested%29,394.11,USD,9,375.19,387.41,1.033,2.0651,2025-09-13T22:00:06.478782+00:00
★ Survival Knife | Urban Masked (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Urban%20Masked%20%28Field-Tested%29,112.57,USD,8,110.20,116.43,1.057,2.0647,2025-09-13T22:00:06.478782+00:00
★ Shadow Daggers,https://skinport.com/market?search=%E2%98%85%20Shadow%20Daggers,https://steamcommunity.com/market/listings/730/%E2%98%85%20Shadow%20Daggers,140.64,USD,9,135.85,139.72,1.028,2.0570,2025-09-13T22:00:06.478782+00:00
★ Skeleton Knife | Safari Mesh (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Skeleton%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Skeleton%20Knife%20%7C%20Safari%20Mesh%20%28Field-Tested%29,233.37,USD,9,208.98,214.72,1.027,2.0549,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Freehand (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Freehand%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Freehand%20%28Field-Tested%29,159.33,USD,8,160.26,167.60,1.046,2.0437,2025-09-13T22:00:06.478782+00:00
★ Nomad Knife,https://skinport.com/market?search=%E2%98%85%20Nomad%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20Nomad%20Knife,374.50,USD,10,367.47,366.98,0.999,2.0387,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Autotronic (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Autotronic%20%28Field-Tested%29,208.73,USD,11,200.11,196.17,0.980,2.0382,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Bright Water (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Bright%20Water%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Bright%20Water%20%28Field-Tested%29,161.26,USD,8,148.49,154.61,1.041,2.0348,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Autotronic (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Autotronic%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Autotronic%20%28Minimal%20Wear%29,232.43,USD,8,226.37,235.65,1.041,2.0344,2025-09-13T22:00:06.478782+00:00
★ Falchion Knife | Slaughter (Minimal Wear),https://skinport.com/market?search=%E2%98%85%20Falchion%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Falchion%20Knife%20%7C%20Slaughter%20%28Minimal%20Wear%29,325.28,USD,9,319.29,322.94,1.011,2.0229,2025-09-13T22:00:06.478782+00:00
★ Gut Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Gut%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Gut%20Knife%20%7C%20Fade%20%28Factory%20New%29,241.56,USD,6,242.36,265.55,1.096,2.0216,2025-09-13T22:00:06.478782+00:00
★ Bayonet | Forest DDPAT (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bayonet%20%7C%20Forest%20DDPAT%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bayonet%20%7C%20Forest%20DDPAT%20%28Field-Tested%29,231.12,USD,6,213.13,233.39,1.095,2.0205,2025-09-13T22:00:06.478782+00:00
★ Paracord Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Paracord%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Paracord%20Knife%20%7C%20Fade%20%28Factory%20New%29,348.28,USD,7,337.54,358.34,1.062,2.0204,2025-09-13T22:00:06.478782+00:00
★ Skeleton Knife | Rust Coat (Battle-Scarred),https://skinport.com/market?search=%E2%98%85%20Skeleton%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Skeleton%20Knife%20%7C%20Rust%20Coat%20%28Battle-Scarred%29,287.31,USD,12,277.67,264.13,0.951,2.0109,2025-09-13T22:00:06.478782+00:00
★ Stiletto Knife | Tiger Tooth (Factory New),https://skinport.com/market?search=%E2%98%85%20Stiletto%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Stiletto%20Knife%20%7C%20Tiger%20Tooth%20%28Factory%20New%29,551.26,USD,12,548.13,518.57,0.946,1.9999,2025-09-13T22:00:06.478782+00:00
★ Navaja Knife,https://skinport.com/market?search=%E2%98%85%20Navaja%20Knife,https://steamcommunity.com/market/listings/730/%E2%98%85%20Navaja%20Knife,133.62,USD,8,113.80,116.10,1.020,1.9937,2025-09-13T22:00:06.478782+00:00
★ Bowie Knife | Ultraviolet (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Bowie%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Bowie%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,154.20,USD,5,137.01,153.48,1.120,1.9919,2025-09-13T22:00:06.478782+00:00
★ Navaja Knife | Marble Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Navaja%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Navaja%20Knife%20%7C%20Marble%20Fade%20%28Factory%20New%29,178.36,USD,8,170.87,173.09,1.013,1.9796,2025-09-13T22:00:06.478782+00:00
★ Survival Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Survival%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Survival%20Knife%20%7C%20Fade%20%28Factory%20New%29,293.18,USD,9,322.76,318.67,0.987,1.9747,2025-09-13T22:00:06.478782+00:00
★ Stiletto Knife | Ultraviolet (Field-Tested),https://skinport.com/market?search=%E2%98%85%20Stiletto%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Stiletto%20Knife%20%7C%20Ultraviolet%20%28Field-Tested%29,313.10,USD,5,322.68,357.67,1.108,1.9710,2025-09-13T22:00:06.478782+00:00
★ Flip Knife | Fade (Factory New),https://skinport.com/market?search=%E2%98%85%20Flip%20Knife%20%7C%20Fade%20%28Factory%20New%29,https://steamcommunity.com/market/listings/730/%E2%98%85%20Flip%20Knife%20%7C%20Fade%20%28Factory%20New%29,892.68,USD,6,746.10,794.40,1.065,1.9645,2025-09-13T22:00:06.478782+00:00
